Index,STO,STODateTime,Airline,FlightNum,Departure,Arrival,Data,FirstPax,BizPax,EconPax
"1249","07:07","2020-11-12T07:07:00","OX","820","EUF","BTF","Green","5","23","10"
"1250","07:08","2020-11-12T07:08:00","LL","819","CWX","ZPZ","Green","1","14","136"
"1251","07:09","2020-11-12T07:09:00","WJ","801","QCV","RPZ","Orange","1","21","60"
"1252","07:10","2020-11-12T07:10:00","LK","447","QFS","DVC","Yellow","6","7","126"
"1253","07:11","2020-11-12T07:11:00","LL","445","PJS","PBJ","Blue","6","14","102"
"1254","07:12","2020-11-12T07:12:00","XH","450","MFT","FNL","Green","1","8","68"
"1255","07:13","2020-11-12T07:13:00","ML","824","TYB","ILK","Orange","1","9","165"
"1256","07:14","2020-11-12T07:14:00","LH","306","BRP","BRU","Indigo","2","15","33"
"1257","07:15","2020-11-12T07:15:00","CB","202","ZWG","GZG","Red","1","15","143"
"1258","07:16","2020-11-12T07:16:00","UF","190","MBG","CJH","Indigo","2","9","170"
"1259","07:17","2020-11-12T07:17:00","PG","655","RPN","DUZ","Orange","2","10","69"
"1260","07:18","2020-11-12T07:18:00","XD","805","FDC","LXU","Blue","4","7","154"
"1261","07:19","2020-11-12T07:19:00","DO","754","UDW","PZR","Indigo","2","13","107"
"1262","07:20","2020-11-12T07:20:00","QM","884","VYV","BRI","Indigo","3","2","156"
"1263","07:21","2020-11-12T07:21:00","EX","878","VLD","KTK","Green","7","4","31"
"1264","07:22","2020-11-12T07:22:00","LV","420","GDP","QOM","Indigo","7","24","167"
"1265","07:23","2020-11-12T07:23:00","TF","209","UPI","RHR","Blue","7","21","104"
"1266","07:24","2020-11-12T07:24:00","DE","739","FXA","QUJ","Orange","2","2","155"
"1267","07:25","2020-11-12T07:25:00","XM","309","SYA","WOK","Orange","5","15","187"
"1268","07:26","2020-11-12T07:26:00","PN","796","UEK","JPL","Yellow","6","6","8"
"1269","07:27","2020-11-12T07:27:00","XI","174","JAW","RUL","Orange","0","24","138"
"1270","07:28","2020-11-12T07:28:00","YA","893","TZE","OYK","Red","7","14","12"
"1271","07:29","2020-11-12T07:29:00","WS","286","LZN","LXC","Green","3","0","31"
"1272","07:30","2020-11-12T07:30:00","UY","270","EHV","ULL","Yellow","4","17","93"
"1273","07:31","2020-11-12T07:31:00","PS","188","NGE","UYZ","Indigo","4","0","44"
"1274","07:32","2020-11-12T07:32:00","NO","757","VNN","SVK","Green","5","6","152"
"1275","07:33","2020-11-12T07:33:00","CU","607","KJQ","TMX","Blue","6","15","51"
"1276","07:34","2020-11-12T07:34:00","HG","281","UAR","DBI","Orange","4","15","157"
"1277","07:35","2020-11-12T07:35:00","BZ","632","FBK","GLC","Indigo","2","14","107"
"1278","07:36","2020-11-12T07:36:00","XG","693","QVA","GGG","Yellow","4","15","116"
"1279","07:37","2020-11-12T07:37:00","BC","687","TOA","VOO","Blue","6","17","124"
"1280","07:38","2020-11-12T07:38:00","KJ","767","EHX","FLU","Indigo","2","17","81"
"1281","07:39","2020-11-12T07:39:00","PJ","564","VOB","OMI","Red","5","8","79"
"1282","07:40","2020-11-12T07:40:00","HT","111","IMX","XEQ","Indigo","3","1","26"
"1283","07:41","2020-11-12T07:41:00","RK","240","HFK","BDL","Yellow","7","18","43"
"1284","07:42","2020-11-12T07:42:00","TD","255","BFD","WWQ","Yellow","3","11","82"
"1285","07:43","2020-11-12T07:43:00","KU","316","ZME","UKK","Red","2","1","182"
"1286","07:44","2020-11-12T07:44:00","HG","337","VIB","PGE","Blue","7","13","131"
"1287","07:45","2020-11-12T07:45:00","HE","307","AZT","VTZ","Orange","6","11","184"
"1288","07:46","2020-11-12T07:46:00","UY","755","JZX","ZGV","Green","4","20","23"
"1289","07:47","2020-11-12T07:47:00","JW","253","GBH","KUW","Green","1","9","34"
"1290","07:48","2020-11-12T07:48:00","NG","259","HZL","JIG","Green","3","19","145"
"1291","07:49","2020-11-12T07:49:00","BO","465","LPR","FWJ","Indigo","4","18","46"
"1292","07:50","2020-11-12T07:50:00","OB","252","XIR","AVJ","Blue","0","13","118"
"1293","07:51","2020-11-12T07:51:00","DL","727","DFT","LHG","Indigo","2","11","4"
"1294","07:52","2020-11-12T07:52:00","MD","363","EGQ","OTX","Orange","1","7","59"
"1295","07:53","2020-11-12T07:53:00","TU","862","RUK","XYO","Blue","0","5","146"
"1296","07:54","2020-11-12T07:54:00","UH","874","HFW","MIF","Indigo","3","5","95"
"1297","07:55","2020-11-12T07:55:00","KZ","815","GDQ","VXA","Blue","2","14","13"
"1298","07:56","2020-11-12T07:56:00","XO","155","YJG","YMV","Orange","6","15","18"
"1299","07:57","2020-11-12T07:57:00","HV","102","OXM","MHA","Indigo","0","7","118"
"1300","07:58","2020-11-12T07:58:00","LK","805","UQQ","SDY","Indigo","1","6","96"
"1301","07:59","2020-11-12T07:59:00","FH","111","PTD","QBJ","Indigo","7","11","142"
"1302","08:00","2020-11-12T08:00:00","WC","728","XRA","QTV","Green","4","1","121"
"1303","08:01","2020-11-12T08:01:00","DW","873","IXT","HKG","Orange","2","10","29"
"1304","08:02","2020-11-12T08:02:00","YR","556","CKZ","IWU","Green","2","1","52"
"1305","08:03","2020-11-12T08:03:00","GQ","719","KTK","NCA","Blue","0","0","17"
"1306","08:04","2020-11-12T08:04:00","DE","371","PXN","LMB","Indigo","1","18","25"
"1307","08:05","2020-11-12T08:05:00","PS","719","IGQ","GQN","Green","5","21","83"
"1308","08:06","2020-11-12T08:06:00","WX","147","XXM","BIW","Red","4","4","136"
"1309","08:07","2020-11-12T08:07:00","VP","722","ERP","QPU","Blue","2","17","98"
"1310","08:08","2020-11-12T08:08:00","MT","470","PNS","TMQ","Green","3","4","11"
"1311","08:09","2020-11-12T08:09:00","RR","758","TOG","DNU","Green","6","9","188"
"1312","08:10","2020-11-12T08:10:00","AF","761","BCT","FKA","Orange","6","6","125"
"1313","08:11","2020-11-12T08:11:00","VM","296","EBI","ZPY","Indigo","6","1","51"
"1314","08:12","2020-11-12T08:12:00","BO","894","RCP","FNR","Green","5","14","91"
"1315","08:13","2020-11-12T08:13:00","SY","636","RKZ","MXK","Green","2","15","116"
"1316","08:14","2020-11-12T08:14:00","NJ","410","CHA","AUR","Green","3","8","37"
"1317","08:15","2020-11-12T08:15:00","GB","218","DYP","POQ","Red","7","6","106"
"1318","08:16","2020-11-12T08:16:00","VP","403","RXS","BMC","Indigo","0","14","44"
"1319","08:17","2020-11-12T08:17:00","PO","639","BHH","IFT","Yellow","5","6","134"
"1320","08:18","2020-11-12T08:18:00","RA","144","WIL","VSF","Yellow","3","0","144"
"1321","08:19","2020-11-12T08:19:00","RH","665","DEA","OSZ","Red","7","14","147"
"1322","08:20","2020-11-12T08:20:00","RY","394","BDQ","KEA","Red","3","5","102"
"1323","08:21","2020-11-12T08:21:00","RT","517","JDG","BNP","Red","3","15","47"
"1324","08:22","2020-11-12T08:22:00","SS","890","RZE","HNU","Indigo","2","3","52"
"1325","08:23","2020-11-12T08:23:00","UP","557","QGH","XQJ","Blue","1","15","165"
"1326","08:24","2020-11-12T08:24:00","QO","307","BXW","MXX","Blue","1","8","9"
"1327","08:25","2020-11-12T08:25:00","GY","100","WWE","GWL","Yellow","7","23","151"
"1328","08:26","2020-11-12T08:26:00","FS","582","JWU","CDN","Blue","2","18","182"
"1329","08:27","2020-11-12T08:27:00","MR","400","WXJ","HEA","Indigo","5","11","180"
"1330","08:28","2020-11-12T08:28:00","AJ","895","EDI","DDR","Blue","2","13","157"
"1331","08:29","2020-11-12T08:29:00","KG","836","TFS","DXS","Green","3","14","96"
"1332","08:30","2020-11-12T08:30:00","OQ","583","FSY","XXT","Blue","1","8","114"
"1333","08:31","2020-11-12T08:31:00","ZP","773","UXC","ICY","Red","2","6","144"
"1334","08:32","2020-11-12T08:32:00","XI","132","HVM","PQT","Yellow","4","11","8"
"1335","08:33","2020-11-12T08:33:00","IR","826","QOU","KPT","Green","0","23","118"
"1336","08:34","2020-11-12T08:34:00","KG","434","QPI","XZA","Green","7","11","166"
"1337","08:35","2020-11-12T08:35:00","QT","885","FCI","IWT","Green","1","7","91"
"1338","08:36","2020-11-12T08:36:00","MX","224","ETZ","JFC","Yellow","1","2","168"
"1339","08:37","2020-11-12T08:37:00","EO","164","HCA","ERD","Green","4","13","83"
"1340","08:38","2020-11-12T08:38:00","TP","698","RPG","IDW","Red","6","21","151"
"1341","08:39","2020-11-12T08:39:00","XB","638","OKU","CFD","Blue","6","10","107"
"1342","08:40","2020-11-12T08:40:00","DD","737","IGN","QIF","Blue","3","9","143"
"1343","08:41","2020-11-12T08:41:00","ZV","711","INH","LHD","Red","0","14","47"
"1344","08:42","2020-11-12T08:42:00","VK","266","PVY","GAC","Orange","2","12","147"
"1345","08:43","2020-11-12T08:43:00","HF","473","RHF","EQV","Orange","3","20","50"
"1346","08:44","2020-11-12T08:44:00","NZ","314","AAU","TAR","Orange","0","15","185"
"1347","08:45","2020-11-12T08:45:00","NE","683","WQL","VTZ","Orange","6","11","156"
"1348","08:46","2020-11-12T08:46:00","UL","587","ACT","UOL","Orange","6","1","32"
"1349","08:47","2020-11-12T08:47:00","NU","718","PZI","BIS","Red","7","23","128"
"1350","08:48","2020-11-12T08:48:00","AZ","523","NUL","PEZ","Orange","3","16","22"
"1351","08:49","2020-11-12T08:49:00","JV","448","BXZ","VLX","Red","7","10","40"
"1352","08:50","2020-11-12T08:50:00","MK","511","CLS","CLS","Blue","0","22","86"
"1353","08:51","2020-11-12T08:51:00","IM","882","OMJ","YWZ","Orange","6","15","18"
"1354","08:52","2020-11-12T08:52:00","YC","277","DYO","CPY","Orange","5","22","165"
"1355","08:53","2020-11-12T08:53:00","SO","650","RAK","ELQ","Yellow","3","9","107"
"1356","08:54","2020-11-12T08:54:00","PM","365","NEQ","LIT","Indigo","1","14","162"
"1357","08:55","2020-11-12T08:55:00","LU","800","JHH","QPR","Yellow","1","7","35"
"1358","08:56","2020-11-12T08:56:00","LM","611","HTT","TJZ","Green","1","10","1"
"1359","08:57","2020-11-12T08:57:00","AM","529","YPM","BEZ","Yellow","4","6","13"
"1360","08:58","2020-11-12T08:58:00","ET","872","XDD","FZE","Indigo","5","11","42"
"1361","08:59","2020-11-12T08:59:00","MV","478","MEQ","YHG","Red","0","18","147"
"1362","09:00","2020-11-12T09:00:00","SG","109","MCB","ARO","Red","3","1","98"
"1363","09:01","2020-11-12T09:01:00","CF","108","VNV","MJA","Orange","5","12","40"
"1364","09:02","2020-11-12T09:02:00","YI","733","XPX","DIL","Indigo","7","17","166"
"1365","09:03","2020-11-12T09:03:00","QL","530","XVB","KQN","Blue","2","10","123"
"1366","09:04","2020-11-12T09:04:00","FH","433","SAI","ZWC","Blue","7","16","84"
"1367","09:05","2020-11-12T09:05:00","NY","242","RFA","DQF","Red","6","2","79"
"1368","09:06","2020-11-12T09:06:00","QC","557","LON","MYR","Indigo","7","18","186"
"1369","09:07","2020-11-12T09:07:00","RT","897","NTQ","GJO","Yellow","3","21","101"
"1370","09:08","2020-11-12T09:08:00","GH","118","AGP","PPR","Indigo","2","16","25"
"1371","09:09","2020-11-12T09:09:00","JE","510","VBG","YGJ","Yellow","5","16","54"
"1372","09:10","2020-11-12T09:10:00","EW","142","CQC","PAH","Orange","7","16","114"
"1373","09:11","2020-11-12T09:11:00","ID","419","AWR","WPH","Red","6","17","76"
"1374","09:12","2020-11-12T09:12:00","FX","342","XXK","IZK","Blue","4","14","43"
"1375","09:13","2020-11-12T09:13:00","FC","175","CZP","ELY","Blue","6","8","100"
"1376","09:14","2020-11-12T09:14:00","YV","643","XUF","KGX","Blue","5","10","57"
"1377","09:15","2020-11-12T09:15:00","NI","603","XLW","LQM","Blue","4","4","21"
"1378","09:16","2020-11-12T09:16:00","GN","856","HCM","OJL","Green","2","12","174"
"1379","09:17","2020-11-12T09:17:00","IE","891","HKJ","RRC","Indigo","6","0","68"
"1380","09:18","2020-11-12T09:18:00","ZX","810","LBE","SRY","Indigo","2","15","109"
"1381","09:19","2020-11-12T09:19:00","GW","850","BVI","KNN","Orange","5","4","64"
"1382","09:20","2020-11-12T09:20:00","DN","462","ERD","GTN","Green","3","0","82"
"1383","09:21","2020-11-12T09:21:00","DU","292","JIS","RVC","Blue","5","0","7"
"1384","09:22","2020-11-12T09:22:00","MQ","776","LQG","GTA","Orange","1","19","31"
"1385","09:23","2020-11-12T09:23:00","EJ","767","TFL","BJF","Green","2","3","182"
"1386","09:24","2020-11-12T09:24:00","YM","501","BRS","DQQ","Green","7","1","3"
"1387","09:25","2020-11-12T09:25:00","GT","657","CPA","PDN","Yellow","0","8","114"
"1388","09:26","2020-11-12T09:26:00","GZ","633","HBO","HRH","Blue","1","23","96"
"1389","09:27","2020-11-12T09:27:00","MR","516","OSY","RFF","Orange","5","2","186"
"1390","09:28","2020-11-12T09:28:00","GO","751","LEM","SCM","Red","7","8","112"
"1391","09:29","2020-11-12T09:29:00","IU","388","YYL","ECN","Indigo","5","24","116"
"1392","09:30","2020-11-12T09:30:00","BQ","422","BQZ","FBI","Blue","6","21","117"
"1393","09:31","2020-11-12T09:31:00","TG","438","ANO","FDP","Indigo","6","6","69"
"1394","09:32","2020-11-12T09:32:00","FY","806","TQE","LOL","Red","5","10","95"
"1395","09:33","2020-11-12T09:33:00","ZD","528","ABN","CIS","Indigo","5","12","76"
"1396","09:34","2020-11-12T09:34:00","CT","490","LTO","UHU","Orange","1","14","14"
"1397","09:35","2020-11-12T09:35:00","RK","158","HET","PAO","Red","4","14","154"
"1398","09:36","2020-11-12T09:36:00","IE","120","MAF","GGC","Blue","0","24","58"
"1399","09:37","2020-11-12T09:37:00","DQ","279","FWJ","LAW","Blue","2","10","143"
"1400","09:38","2020-11-12T09:38:00","YX","414","NQX","WYG","Green","2","6","47"
"1401","09:39","2020-11-12T09:39:00","ZI","770","ORA","IWQ","Indigo","6","8","44"
"1402","09:40","2020-11-12T09:40:00","GD","749","MMT","BGH","Yellow","6","14","12"
"1403","09:41","2020-11-12T09:41:00","EC","384","WAZ","YPK","Red","1","7","1"
"1404","09:42","2020-11-12T09:42:00","GC","817","IYP","FKR","Blue","1","19","28"
"1405","09:43","2020-11-12T09:43:00","MF","893","RYZ","ZQW","Orange","4","18","177"
"1406","09:44","2020-11-12T09:44:00","VK","598","VZQ","ELN","Indigo","2","23","84"
"1407","09:45","2020-11-12T09:45:00","GJ","622","MJF","CWM","Blue","4","17","38"
"1408","09:46","2020-11-12T09:46:00","EI","408","KWK","OZU","Blue","6","20","139"
"1409","09:47","2020-11-12T09:47:00","MP","649","ZFQ","TMT","Green","7","9","158"
"1410","09:48","2020-11-12T09:48:00","HQ","146","JRA","DUM","Indigo","0","2","19"
"1411","09:49","2020-11-12T09:49:00","ZJ","466","LPW","RQS","Green","1","12","96"
"1412","09:50","2020-11-12T09:50:00","ZZ","663","KSK","ABC","Indigo","7","11","22"
"1413","09:51","2020-11-12T09:51:00","US","849","ATP","WDR","Yellow","0","7","3"
"1414","09:52","2020-11-12T09:52:00","CS","245","ODW","WEA","Red","0","1","26"
"1415","09:53","2020-11-12T09:53:00","RC","148","WLN","AMC","Indigo","5","17","142"
"1416","09:54","2020-11-12T09:54:00","PP","408","IQR","DSI","Orange","6","13","155"
"1417","09:55","2020-11-12T09:55:00","BP","863","UNV","YQY","Blue","0","20","172"
"1418","09:56","2020-11-12T09:56:00","NH","543","ATM","VJH","Orange","6","17","103"
"1419","09:57","2020-11-12T09:57:00","LY","455","IUF","HQM","Yellow","4","7","83"
"1420","09:58","2020-11-12T09:58:00","WU","206","QVI","NSE","Blue","1","7","110"
"1421","09:59","2020-11-12T09:59:00","KS","451","UIE","CZK","Red","1","15","188"
"1422","10:00","2020-11-12T10:00:00","WN","327","BWB","SHP","Red","1","16","77"
"1423","10:01","2020-11-12T10:01:00","LE","761","GDH","BFU","Green","1","17","20"
"1424","10:02","2020-11-12T10:02:00","IF","464","LUY","AWM","Red","3","2","184"
"1425","10:03","2020-11-12T10:03:00","CO","332","UQF","CXS","Indigo","1","3","167"
"1426","10:04","2020-11-12T10:04:00","WO","734","BXC","JTS","Yellow","6","3","56"
"1427","10:05","2020-11-12T10:05:00","HR","547","ZEK","DDF","Yellow","7","0","181"
"1428","10:06","2020-11-12T10:06:00","ZP","253","PIH","HXC","Yellow","0","10","21"
"1429","10:07","2020-11-12T10:07:00","IT","279","KBL","QIX","Yellow","2","18","143"
"1430","10:08","2020-11-12T10:08:00","TA","688","RBX","BYC","Blue","4","2","35"
"1431","10:09","2020-11-12T10:09:00","OW","428","EFN","OBB","Yellow","7","20","83"
"1432","10:10","2020-11-12T10:10:00","LJ","588","BDV","WON","Orange","1","10","78"
"1433","10:11","2020-11-12T10:11:00","EJ","226","FZR","HWX","Blue","7","18","47"
"1434","10:12","2020-11-12T10:12:00","WE","666","SPV","VPL","Blue","2","1","119"
"1435","10:13","2020-11-12T10:13:00","SF","600","AOG","TUI","Orange","7","21","75"
"1436","10:14","2020-11-12T10:14:00","GN","548","OPR","IXZ","Blue","6","21","129"
"1437","10:15","2020-11-12T10:15:00","IP","738","TSV","EJY","Red","2","22","41"
"1438","10:16","2020-11-12T10:16:00","RZ","470","NZV","VFO","Orange","0","22","17"
"1439","10:17","2020-11-12T10:17:00","RS","690","TNU","EXX","Red","7","14","93"
